"","from","to","edgebetweenness"
"244","sde_19","IM_9",0
"245","sde_19","IM_10",0
"246","sde_19","IM_11",0
"247","sde_19","IM_12",0
"248","selfclarity_8","LOT_3",0
"249","sde_19","IM_13",0
"250","sde_19","IM_14",0
"251","sde_19","IM_15",0
"252","sde_19","IM_16",0
"253","sde_19","IM_17",0
"254","sde_19","IM_18",0
"255","sde_19","IM_19",0
"256","sde_19","IM_20",0
"257","sde_19","Ability",0
"258","sde_19","Physical",0
"259","selfclarity_8","LOT_4",0
"260","sde_19","Material",0
"261","sde_19","Social",0
"262","sde_19","Moral",0
"263","sde_19","SES2",0
"265","sde_19","ability_IAT",0
"266","sde_19","moral_IAT",0
"267","sde_19","ability_ALT_rt_val",0
"268","sde_19","moral_ALT_rt_val",0
"269","sde_19","ability_ALT_rt_ref",0
"270","selfclarity_8","LOT_5",0
"271","sde_19","moral_ALT_rt_ref",0
"272","sde_19","ability_SRET_EW",0
"273","sde_19","moral_SRET_EW",0
"274","sde_19","ability_ALT_d_val",0
"275","sde_19","moral_ALT_d_val",0
"276","sde_19","ability_ALT_d_ref",0
"277","sde_19","moral_ALT_d_ref",0
"278","sde_20","IM_1",0
"279","sde_20","IM_2",0
"280","sde_20","IM_3",0
"281","selfclarity_8","LOT_6",0
"282","sde_20","IM_4",0
"283","sde_20","IM_5",0
"284","sde_20","IM_6",0
"285","sde_20","IM_7",0
"286","sde_20","IM_8",0
"287","sde_20","IM_9",0
"288","sde_20","IM_10",0
"289","sde_20","IM_11",0
"290","sde_20","IM_12",0
"291","sde_20","IM_13",0
"292","selfclarity_8","IPC_1",0
"293","sde_20","IM_14",0
"294","sde_20","IM_15",0
"295","sde_20","IM_16",0
"296","sde_20","IM_17",0
"297","sde_20","IM_18",0
"298","sde_20","IM_19",0
"299","sde_20","IM_20",0
"300","sde_20","Ability",0
"301","sde_20","Physical",0
"302","sde_20","Material",0
"303","selfclarity_8","IPC_2",0
"304","sde_20","Social",0
"305","sde_20","Moral",0
"306","sde_20","SES2",0
"307","sde_20","SES1",0
"308","sde_20","ability_IAT",0
"309","sde_20","moral_IAT",0
"310","sde_20","ability_ALT_rt_val",0
"311","sde_20","moral_ALT_rt_val",0
"312","sde_20","ability_ALT_rt_ref",0
"313","sde_20","moral_ALT_rt_ref",0
"314","selfclarity_8","IPC_3",0
"315","sde_20","ability_SRET_EW",0
"316","sde_20","moral_SRET_EW",0
"317","sde_20","ability_ALT_d_val",0
"318","sde_20","moral_ALT_d_val",0
"319","sde_20","ability_ALT_d_ref",0
"320","sde_20","moral_ALT_d_ref",0
"321","IM_1","IM_2",0
"323","IM_1","IM_4",0
"325","selfclarity_8","IPC_4",0
"326","IM_1","IM_6",0
"327","IM_1","IM_7",0
"328","IM_1","IM_8",0
"329","IM_1","IM_9",0
"330","IM_1","IM_10",0
"331","IM_1","IM_11",0
"332","IM_1","IM_12",0
"333","IM_1","IM_13",0
"336","selfclarity_1","sde_14",0
"337","selfclarity_8","IPC_5",0
"338","IM_1","IM_16",0
"340","IM_1","IM_18",0
"342","IM_1","IM_20",0
"343","IM_1","Ability",0
"344","IM_1","Physical",0
"345","IM_1","Material",0
"346","IM_1","Social",0
"347","IM_1","Moral",0
"348","selfclarity_8","IPC_6",0
"349","IM_1","SES2",0
"350","IM_1","SES1",0
"351","IM_1","ability_IAT",0
"352","IM_1","moral_IAT",0
"353","IM_1","ability_ALT_rt_val",0
"354","IM_1","moral_ALT_rt_val",0
"355","IM_1","ability_ALT_rt_ref",0
"356","IM_1","moral_ALT_rt_ref",0
"357","IM_1","ability_SRET_EW",0
"358","IM_1","moral_SRET_EW",0
"359","selfclarity_8","IPC_7",0
"360","IM_1","ability_ALT_d_val",0
"361","IM_1","moral_ALT_d_val",0
"362","IM_1","ability_ALT_d_ref",0
"363","IM_1","moral_ALT_d_ref",0
"364","IM_2","IM_3",0
"366","IM_2","IM_5",0
"368","IM_2","IM_7",0
"370","selfclarity_8","IPC_8",0
"372","IM_2","IM_10",0
"373","IM_2","IM_11",0
"374","IM_2","IM_12",0
"375","IM_2","IM_13",0
"376","IM_2","IM_14",0
"379","IM_2","IM_17",0
"380","IM_2","IM_18",0
"381","selfclarity_8","ses_1",0
"382","IM_2","IM_19",0
"383","IM_2","IM_20",0
"384","IM_2","Ability",0
"385","IM_2","Physical",0
"386","IM_2","Material",0
"387","IM_2","Social",0
"388","IM_2","Moral",0
"389","IM_2","SES2",0
"390","IM_2","SES1",0
"391","IM_2","ability_IAT",0
"392","selfclarity_8","ses_2",0
"393","IM_2","moral_IAT",0
"394","IM_2","ability_ALT_rt_val",0
"395","IM_2","moral_ALT_rt_val",0
"396","IM_2","ability_ALT_rt_ref",0
"397","IM_2","moral_ALT_rt_ref",0
"398","IM_2","ability_SRET_EW",0
"399","IM_2","moral_SRET_EW",0
"400","IM_2","ability_ALT_d_val",0
"401","IM_2","moral_ALT_d_val",0
"402","IM_2","ability_ALT_d_ref",0
"403","selfclarity_8","ses_3",0
"405","IM_3","IM_4",0
"407","IM_3","IM_6",0
"409","IM_3","IM_8",0
"410","IM_3","IM_9",0
"411","IM_3","IM_10",0
"412","IM_3","IM_11",0
"413","IM_3","IM_12",0
"414","selfclarity_8","ses_4",0
"415","IM_3","IM_13",0
"417","IM_3","IM_15",0
"418","IM_3","IM_16",0
"419","IM_3","IM_17",0
"420","IM_3","IM_18",0
"421","IM_3","IM_19",0
"422","IM_3","IM_20",0
"423","IM_3","Ability",0
"424","IM_3","Physical",0
"425","selfclarity_8","ses_5",0
"426","IM_3","Material",0
"427","IM_3","Social",0
"428","IM_3","Moral",0
"429","IM_3","SES2",0
"430","IM_3","SES1",0
"431","IM_3","ability_IAT",0
"432","IM_3","moral_IAT",0
"433","IM_3","ability_ALT_rt_val",0
"434","IM_3","moral_ALT_rt_val",0
"435","IM_3","ability_ALT_rt_ref",0
"436","selfclarity_8","ses_6",0
"437","IM_3","moral_ALT_rt_ref",0
"438","IM_3","ability_SRET_EW",0
"439","IM_3","moral_SRET_EW",0
"440","IM_3","ability_ALT_d_val",0
"441","IM_3","moral_ALT_d_val",0
"442","IM_3","ability_ALT_d_ref",0
"443","IM_3","moral_ALT_d_ref",0
"444","IM_4","IM_5",0
"445","IM_4","IM_6",0
"447","selfclarity_1","sde_15",0
"448","selfclarity_8","ses_7",0
"449","IM_4","IM_8",0
"450","IM_4","IM_9",0
"451","IM_4","IM_10",0
"452","IM_4","IM_11",0
"454","IM_4","IM_13",0
"457","IM_4","IM_16",0
"458","IM_4","IM_17",0
"459","selfclarity_8","ses_8",0
"460","IM_4","IM_18",0
"461","IM_4","IM_19",0
"463","IM_4","Ability",0
"464","IM_4","Physical",0
"465","IM_4","Material",0
"466","IM_4","Social",0
"467","IM_4","Moral",0
"468","IM_4","SES2",0
"469","IM_4","SES1",0
"470","selfclarity_8","ses_9",0
"471","IM_4","ability_IAT",0
"472","IM_4","moral_IAT",0
"473","IM_4","ability_ALT_rt_val",0
"474","IM_4","moral_ALT_rt_val",0
"475","IM_4","ability_ALT_rt_ref",0
"476","IM_4","moral_ALT_rt_ref",0
"477","IM_4","ability_SRET_EW",0
"478","IM_4","moral_SRET_EW",0
"479","IM_4","ability_ALT_d_val",0
"480","IM_4","moral_ALT_d_val",0
"481","selfclarity_8","ses_10",0
"482","IM_4","ability_ALT_d_ref",0
"483","IM_4","moral_ALT_d_ref",0
"484","IM_5","IM_6",0
"485","IM_5","IM_7",0
"486","IM_5","IM_8",0
"487","IM_5","IM_9",0
"488","IM_5","IM_10",0
"489","IM_5","IM_11",0
"490","IM_5","IM_12",0
"492","selfclarity_8","coreself_1",0
"493","IM_5","IM_14",0
"494","IM_5","IM_15",0
"495","IM_5","IM_16",0
"496","IM_5","IM_17",0
"497","IM_5","IM_18",0
"499","IM_5","IM_20",0
"500","IM_5","Ability",0
"501","IM_5","Physical",0
"502","IM_5","Material",0
"503","selfclarity_8","coreself_2",0
"504","IM_5","Social",0
"505","IM_5","Moral",0
"506","IM_5","SES2",0
"507","IM_5","SES1",0
"508","IM_5","ability_IAT",0
"509","IM_5","moral_IAT",0
"510","IM_5","ability_ALT_rt_val",0
"511","IM_5","moral_ALT_rt_val",0
"512","IM_5","ability_ALT_rt_ref",0
"513","IM_5","moral_ALT_rt_ref",0
"514","selfclarity_8","coreself_3",0
"515","IM_5","ability_SRET_EW",0
"516","IM_5","moral_SRET_EW",0
"517","IM_5","ability_ALT_d_val",0
"518","IM_5","moral_ALT_d_val",0
"519","IM_5","ability_ALT_d_ref",0
"520","IM_5","moral_ALT_d_ref",0
"521","IM_6","IM_7",0
"522","IM_6","IM_8",0
"523","IM_6","IM_9",0
"525","selfclarity_8","coreself_4",0
"526","IM_6","IM_11",0
"527","IM_6","IM_12",0
"528","IM_6","IM_13",0
"529","IM_6","IM_14",0
"530","IM_6","IM_15",0
"532","IM_6","IM_17",0
"533","IM_6","IM_18",0
"534","IM_6","IM_19",0
"535","IM_6","IM_20",0
"536","selfclarity_8","coreself_5",0
"537","IM_6","Ability",0
"538","IM_6","Physical",0
"539","IM_6","Material",0
"540","IM_6","Social",0
"541","IM_6","Moral",0
"542","IM_6","SES2",0
"543","IM_6","SES1",0
"544","IM_6","ability_IAT",0
"545","IM_6","moral_IAT",0
"546","IM_6","ability_ALT_rt_val",0
"547","selfclarity_8","coreself_6",0
"548","IM_6","moral_ALT_rt_val",0
"549","IM_6","ability_ALT_rt_ref",0
"550","IM_6","moral_ALT_rt_ref",0
"551","IM_6","ability_SRET_EW",0
"552","IM_6","moral_SRET_EW",0
"553","IM_6","ability_ALT_d_val",0
"554","IM_6","moral_ALT_d_val",0
"555","IM_6","ability_ALT_d_ref",0
"556","IM_6","moral_ALT_d_ref",0
"557","IM_7","IM_8",0
"559","selfclarity_8","coreself_7",0
"560","IM_7","IM_9",0
"561","IM_7","IM_10",0
"562","IM_7","IM_11",0
"563","IM_7","IM_12",0
"564","IM_7","IM_13",0
"565","IM_7","IM_14",0
"566","IM_7","IM_15",0
"567","IM_7","IM_16",0
"569","IM_7","IM_18",0
"570","selfclarity_8","coreself_8",0
"573","IM_7","Ability",0
"574","IM_7","Physical",0
"575","IM_7","Material",0
"576","IM_7","Social",0
"577","IM_7","Moral",0
"578","IM_7","SES2",0
"579","IM_7","SES1",0
"580","IM_7","ability_IAT",0
"581","selfclarity_8","coreself_9",0
"582","IM_7","moral_IAT",0
"583","IM_7","ability_ALT_rt_val",0
"584","IM_7","moral_ALT_rt_val",0
"585","IM_7","ability_ALT_rt_ref",0
"586","IM_7","moral_ALT_rt_ref",0
"587","IM_7","ability_SRET_EW",0
"588","IM_7","moral_SRET_EW",0
"589","IM_7","ability_ALT_d_val",0
"590","IM_7","moral_ALT_d_val",0
"591","IM_7","ability_ALT_d_ref",0
"592","selfclarity_8","coreself_10",0
"593","IM_7","moral_ALT_d_ref",0
"594","IM_8","IM_9",0
"596","IM_8","IM_11",0
"597","IM_8","IM_12",0
"598","IM_8","IM_13",0
"599","IM_8","IM_14",0
"600","IM_8","IM_15",0
"601","IM_8","IM_16",0
"602","IM_8","IM_17",0
"603","selfclarity_8","NPI1",0
"604","IM_8","IM_18",0
"605","IM_8","IM_19",0
"606","IM_8","IM_20",0
"607","IM_8","Ability",0
"608","IM_8","Physical",0
"609","IM_8","Material",0
"610","IM_8","Social",0
"612","IM_8","SES2",0
"613","IM_8","SES1",0
"614","selfclarity_8","NPI2",0
"615","IM_8","ability_IAT",0
"616","IM_8","moral_IAT",0
"617","IM_8","ability_ALT_rt_val",0
"618","IM_8","moral_ALT_rt_val",0
"619","IM_8","ability_ALT_rt_ref",0
"620","IM_8","moral_ALT_rt_ref",0
"621","IM_8","ability_SRET_EW",0
"622","IM_8","moral_SRET_EW",0
"623","IM_8","ability_ALT_d_val",0
"624","IM_8","moral_ALT_d_val",0
"625","selfclarity_8","NPI3",0
"626","IM_8","ability_ALT_d_ref",0
"627","IM_8","moral_ALT_d_ref",0
"631","IM_9","IM_13",0
"632","IM_9","IM_14",0
"633","IM_9","IM_15",0
"636","selfclarity_8","NPI4",0
"638","IM_9","IM_19",0
"639","IM_9","IM_20",0
"640","IM_9","Ability",0
"641","IM_9","Physical",0
"642","IM_9","Material",0
"643","IM_9","Social",0
"645","IM_9","SES2",0
"646","IM_9","SES1",0
"647","selfclarity_8","NPI5",0
"648","IM_9","ability_IAT",0
"649","IM_9","moral_IAT",0
"650","IM_9","ability_ALT_rt_val",0
"651","IM_9","moral_ALT_rt_val",0
"652","IM_9","ability_ALT_rt_ref",0
"653","IM_9","moral_ALT_rt_ref",0
"654","IM_9","ability_SRET_EW",0
"655","IM_9","moral_SRET_EW",0
"656","IM_9","ability_ALT_d_val",0
"657","IM_9","moral_ALT_d_val",0
"658","selfclarity_8","NPI6",0
"659","IM_9","ability_ALT_d_ref",0
"660","IM_9","moral_ALT_d_ref",0
"661","IM_10","IM_11",0
"662","IM_10","IM_12",0
"663","IM_10","IM_13",0
"664","IM_10","IM_14",0
"665","IM_10","IM_15",0
"666","IM_10","IM_16",0
"667","IM_10","IM_17",0
"669","selfclarity_1","sde_17",0
"670","selfclarity_8","NPI7",0
"671","IM_10","IM_19",0
"672","IM_10","IM_20",0
"673","IM_10","Ability",0
"674","IM_10","Physical",0
"675","IM_10","Material",0
"676","IM_10","Social",0
"677","IM_10","Moral",0
"678","IM_10","SES2",0
"679","IM_10","SES1",0
"680","IM_10","ability_IAT",0
"681","selfclarity_8","NPI8",0
"682","IM_10","moral_IAT",0
"683","IM_10","ability_ALT_rt_val",0
"684","IM_10","moral_ALT_rt_val",0
"685","IM_10","ability_ALT_rt_ref",0
"686","IM_10","moral_ALT_rt_ref",0
"687","IM_10","ability_SRET_EW",0
"688","IM_10","moral_SRET_EW",0
"689","IM_10","ability_ALT_d_val",0
"690","IM_10","moral_ALT_d_val",0
"691","IM_10","ability_ALT_d_ref",0
"692","selfclarity_8","NPI9",0
"693","IM_10","moral_ALT_d_ref",0
"694","IM_11","IM_12",0
"695","IM_11","IM_13",0
"696","IM_11","IM_14",0
"697","IM_11","IM_15",0
"699","IM_11","IM_17",0
"700","IM_11","IM_18",0
"702","IM_11","IM_20",0
"703","selfclarity_8","NPI10",0
"704","IM_11","Ability",0
"705","IM_11","Physical",0
"706","IM_11","Material",0
"707","IM_11","Social",0
"708","IM_11","Moral",0
"709","IM_11","SES2",0
"710","IM_11","SES1",0
"711","IM_11","ability_IAT",0
"712","IM_11","moral_IAT",0
"713","IM_11","ability_ALT_rt_val",0
"714","selfclarity_8","NPI11",0
"715","IM_11","moral_ALT_rt_val",0
"716","IM_11","ability_ALT_rt_ref",0
"717","IM_11","moral_ALT_rt_ref",0
"718","IM_11","ability_SRET_EW",0
"719","IM_11","moral_SRET_EW",0
"720","IM_11","ability_ALT_d_val",0
"721","IM_11","moral_ALT_d_val",0
"722","IM_11","ability_ALT_d_ref",0
"723","IM_11","moral_ALT_d_ref",0
"725","selfclarity_8","NPI12",0
"727","IM_12","IM_15",0
"729","IM_12","IM_17",0
"730","IM_12","IM_18",0
"731","IM_12","IM_19",0
"732","IM_12","IM_20",0
"733","IM_12","Ability",0
"734","IM_12","Physical",0
"735","IM_12","Material",0
"736","selfclarity_8","NPI13",0
"737","IM_12","Social",0
"738","IM_12","Moral",0
"739","IM_12","SES2",0
"740","IM_12","SES1",0
"741","IM_12","ability_IAT",0
"742","IM_12","moral_IAT",0
"743","IM_12","ability_ALT_rt_val",0
"744","IM_12","moral_ALT_rt_val",0
"745","IM_12","ability_ALT_rt_ref",0
"746","IM_12","moral_ALT_rt_ref",0
"747","selfclarity_8","NPI14",0
"748","IM_12","ability_SRET_EW",0
"749","IM_12","moral_SRET_EW",0
"750","IM_12","ability_ALT_d_val",0
"751","IM_12","moral_ALT_d_val",0
"752","IM_12","ability_ALT_d_ref",0
"753","IM_12","moral_ALT_d_ref",0
"754","IM_13","IM_14",0
"755","IM_13","IM_15",0
"756","IM_13","IM_16",0
"758","selfclarity_8","NPI15",0
"760","IM_13","IM_19",0
"761","IM_13","IM_20",0
"762","IM_13","Ability",0
"763","IM_13","Physical",0
"764","IM_13","Material",0
"765","IM_13","Social",0
"766","IM_13","Moral",0
"767","IM_13","SES2",0
"768","IM_13","SES1",0
"769","selfclarity_8","hsns_1",0
"770","IM_13","ability_IAT",0
"771","IM_13","moral_IAT",0
"772","IM_13","ability_ALT_rt_val",0
"773","IM_13","moral_ALT_rt_val",0
"774","IM_13","ability_ALT_rt_ref",0
"775","IM_13","moral_ALT_rt_ref",0
"776","IM_13","ability_SRET_EW",0
"777","IM_13","moral_SRET_EW",0
"778","IM_13","ability_ALT_d_val",0
"779","IM_13","moral_ALT_d_val",0
"780","selfclarity_1","sde_18",0
"781","selfclarity_8","hsns_2",0
"782","IM_13","ability_ALT_d_ref",0
"783","IM_13","moral_ALT_d_ref",0
"784","IM_14","IM_15",0
"786","IM_14","IM_17",0
"788","IM_14","IM_19",0
"789","IM_14","IM_20",0
"790","IM_14","Ability",0
"791","IM_14","Physical",0
"792","selfclarity_8","hsns_3",0
"793","IM_14","Material",0
"794","IM_14","Social",0
"795","IM_14","Moral",0
"796","IM_14","SES2",0
"797","IM_14","SES1",0
"798","IM_14","ability_IAT",0
"799","IM_14","moral_IAT",0
"800","IM_14","ability_ALT_rt_val",0
"801","IM_14","moral_ALT_rt_val",0
"802","IM_14","ability_ALT_rt_ref",0
"803","selfclarity_8","hsns_4",0
"804","IM_14","moral_ALT_rt_ref",0
"805","IM_14","ability_SRET_EW",0
"806","IM_14","moral_SRET_EW",0
"807","IM_14","ability_ALT_d_val",0
"808","IM_14","moral_ALT_d_val",0
"810","IM_14","moral_ALT_d_ref",0
"811","IM_15","IM_16",0
"813","IM_15","IM_18",0
"814","selfclarity_8","hsns_5",0
"816","IM_15","IM_20",0
"818","IM_15","Physical",0
"819","IM_15","Material",0
"820","IM_15","Social",0
"821","IM_15","Moral",0
"822","IM_15","SES2",0
"823","IM_15","SES1",0
"824","IM_15","ability_IAT",0
"826","IM_15","moral_IAT",0
"827","IM_15","ability_ALT_rt_val",0
"828","IM_15","moral_ALT_rt_val",0
"829","IM_15","ability_ALT_rt_ref",0
"831","IM_15","ability_SRET_EW",0
"832","IM_15","moral_SRET_EW",0
"833","IM_15","ability_ALT_d_val",0
"834","IM_15","moral_ALT_d_val",0
"835","IM_15","ability_ALT_d_ref",0
"836","selfclarity_8","hsns_7",0
"837","IM_15","moral_ALT_d_ref",0
"838","IM_16","IM_17",0
"839","IM_16","IM_18",0
"840","IM_16","IM_19",0
"842","IM_16","Ability",0
"843","IM_16","Physical",0
"844","IM_16","Material",0
"845","IM_16","Social",0
"846","IM_16","Moral",0
"847","selfclarity_8","hsns_8",0
"848","IM_16","SES2",0
"849","IM_16","SES1",0
"850","IM_16","ability_IAT",0
"851","IM_16","moral_IAT",0
"852","IM_16","ability_ALT_rt_val",0
"853","IM_16","moral_ALT_rt_val",0
"854","IM_16","ability_ALT_rt_ref",0
"855","IM_16","moral_ALT_rt_ref",0
"856","IM_16","ability_SRET_EW",0
"857","IM_16","moral_SRET_EW",0
"858","selfclarity_8","hsns_9",0
"859","IM_16","ability_ALT_d_val",0
"860","IM_16","moral_ALT_d_val",0
"861","IM_16","ability_ALT_d_ref",0
"862","IM_16","moral_ALT_d_ref",0
"863","IM_17","IM_18",0
"864","IM_17","IM_19",0
"865","IM_17","IM_20",0
"866","IM_17","Ability",0
"867","IM_17","Physical",0
"868","IM_17","Material",0
"869","selfclarity_8","hsns_10",0
"870","IM_17","Social",0
"871","IM_17","Moral",0
"872","IM_17","SES2",0
"873","IM_17","SES1",0
"874","IM_17","ability_IAT",0
"875","IM_17","moral_IAT",0
"876","IM_17","ability_ALT_rt_val",0
"877","IM_17","moral_ALT_rt_val",0
"878","IM_17","ability_ALT_rt_ref",0
"879","IM_17","moral_ALT_rt_ref",0
"880","selfclarity_8","MorIden_1",0
"881","IM_17","ability_SRET_EW",0
"882","IM_17","moral_SRET_EW",0
"883","IM_17","ability_ALT_d_val",0
"884","IM_17","moral_ALT_d_val",0
"885","IM_17","ability_ALT_d_ref",0
"886","IM_17","moral_ALT_d_ref",0
"887","IM_18","IM_19",0
"889","IM_18","Ability",0
"890","IM_18","Physical",0
"891","selfclarity_1","sde_19",0
"892","selfclarity_8","MorIden_2",0
"893","IM_18","Material",0
"894","IM_18","Social",0
"895","IM_18","Moral",0
"896","IM_18","SES2",0
"897","IM_18","SES1",0
"898","IM_18","ability_IAT",0
"899","IM_18","moral_IAT",0
"900","IM_18","ability_ALT_rt_val",0
"901","IM_18","moral_ALT_rt_val",0
"902","IM_18","ability_ALT_rt_ref",0
"903","selfclarity_8","MorIden_3",0
"904","IM_18","moral_ALT_rt_ref",0
"905","IM_18","ability_SRET_EW",0
"906","IM_18","moral_SRET_EW",0
"907","IM_18","ability_ALT_d_val",0
"908","IM_18","moral_ALT_d_val",0
"909","IM_18","ability_ALT_d_ref",0
"910","IM_18","moral_ALT_d_ref",0
"911","IM_19","IM_20",0
"912","IM_19","Ability",0
"913","IM_19","Physical",0
"914","selfclarity_8","MorIden_4",0
"915","IM_19","Material",0
"916","IM_19","Social",0
"917","IM_19","Moral",0
"918","IM_19","SES2",0
"919","IM_19","SES1",0
"920","IM_19","ability_IAT",0
"921","IM_19","moral_IAT",0
"922","IM_19","ability_ALT_rt_val",0
"923","IM_19","moral_ALT_rt_val",0
"924","IM_19","ability_ALT_rt_ref",0
"925","selfclarity_8","MorIden_5",0
"926","IM_19","moral_ALT_rt_ref",0
"927","IM_19","ability_SRET_EW",0
"928","IM_19","moral_SRET_EW",0
"929","IM_19","ability_ALT_d_val",0
"930","IM_19","moral_ALT_d_val",0
"931","IM_19","ability_ALT_d_ref",0
"932","IM_19","moral_ALT_d_ref",0
"933","IM_20","Ability",0
"934","IM_20","Physical",0
"935","IM_20","Material",0
"936","selfclarity_8","MorIden_6",0
"937","IM_20","Social",0
"938","IM_20","Moral",0
"939","IM_20","SES2",0
"940","IM_20","SES1",0
"941","IM_20","ability_IAT",0
"942","IM_20","moral_IAT",0
"943","IM_20","ability_ALT_rt_val",0
"944","IM_20","moral_ALT_rt_val",0
"945","IM_20","ability_ALT_rt_ref",0
"946","IM_20","moral_ALT_rt_ref",0
"947","selfclarity_8","MorIden_7",0
"948","IM_20","ability_SRET_EW",0
"949","IM_20","moral_SRET_EW",0
"950","IM_20","ability_ALT_d_val",0
"951","IM_20","moral_ALT_d_val",0
"952","IM_20","ability_ALT_d_ref",0
"953","IM_20","moral_ALT_d_ref",0
"958","selfclarity_8","MorIden_8",0
"959","Ability","SES2",0
"960","Ability","SES1",0
"961","Ability","ability_IAT",0
"962","Ability","moral_IAT",0
"963","Ability","ability_ALT_rt_val",0
"964","Ability","moral_ALT_rt_val",0
"966","Ability","moral_ALT_rt_ref",0
"967","Ability","ability_SRET_EW",0
"968","Ability","moral_SRET_EW",0
"969","selfclarity_8","MorIden_9",0
"970","Ability","ability_ALT_d_val",0
"971","Ability","moral_ALT_d_val",0
"972","Ability","ability_ALT_d_ref",0
"973","Ability","moral_ALT_d_ref",0
"975","Physical","Social",0
"977","Physical","SES2",0
"978","Physical","SES1",0
"979","Physical","ability_IAT",0
"980","selfclarity_8","MorIden_10",0
"981","Physical","moral_IAT",0
"982","Physical","ability_ALT_rt_val",0
"983","Physical","moral_ALT_rt_val",0
"984","Physical","ability_ALT_rt_ref",0
"985","Physical","moral_ALT_rt_ref",0
"986","Physical","ability_SRET_EW",0
"987","Physical","moral_SRET_EW",0
"988","Physical","ability_ALT_d_val",0
"989","Physical","moral_ALT_d_val",0
"990","Physical","ability_ALT_d_ref",0
"991","selfclarity_8","moralSeImag_1",0
"992","Physical","moral_ALT_d_ref",0
"994","Material","Moral",0
"996","Material","SES1",0
"997","Material","ability_IAT",0
"998","Material","moral_IAT",0
"999","Material","ability_ALT_rt_val",0
"1000","Material","moral_ALT_rt_val",0
"1001","Material","ability_ALT_rt_ref",0
"1002","selfclarity_1","sde_20",0
"1003","selfclarity_8","moralSeImag_2",0
"1004","Material","moral_ALT_rt_ref",0
"1005","Material","ability_SRET_EW",0
"1006","Material","moral_SRET_EW",0
"1007","Material","ability_ALT_d_val",0
"1008","Material","moral_ALT_d_val",0
"1009","Material","ability_ALT_d_ref",0
"1010","Material","moral_ALT_d_ref",0
"1012","Social","SES2",0
"1013","Social","SES1",0
"1014","selfclarity_8","moralSeImag_3",0
"1015","Social","ability_IAT",0
"1016","Social","moral_IAT",0
"1017","Social","ability_ALT_rt_val",0
"1018","Social","moral_ALT_rt_val",0
"1019","Social","ability_ALT_rt_ref",0
"1020","Social","moral_ALT_rt_ref",0
"1021","Social","ability_SRET_EW",0
"1022","Social","moral_SRET_EW",0
"1023","Social","ability_ALT_d_val",0
"1024","Social","moral_ALT_d_val",0
"1025","selfclarity_8","moralSeImag_4",0
"1026","Social","ability_ALT_d_ref",0
"1027","Social","moral_ALT_d_ref",0
"1028","Moral","SES2",0
"1029","Moral","SES1",0
"1030","Moral","ability_IAT",0
"1031","Moral","moral_IAT",0
